experiment	experiment_id	condition	condition_id	item_id	text	question	response_true	response_false
negation	1	neg_NP	13	101	Opa erzählt, dass es gestern einen Sturm gab. Das Haus hat keinen Schaden, sagt Opa zu Oma. Der Gartenzaun ist umgefallen.	Muss das Haus repariert werden?	nein	ja
negation	1	neg_VP	14	102	Opa erzählt, dass Emir und die anderen Schüler auf den Bus warten. Emir ist nicht geduldig, sagt Opa zu Mama. Er spielt auf seinem Handy, während er wartet.	Wartet Emir gerne?	nein	ja
negation	1	aff_intrans	11	103	Opa erzählt, dass Nehir und Selma jetzt Geigenstunden nehmen. Nehir ist begabt, sagt Opa zu Papa. Die beiden üben jeden Mittwoch in der Musikschule.	Ist Nehir musikalisch?	ja	nein
negation	1	aff_trans	12	104	Opa erzählt, dass vor der Haustür ein Paket liegt. Das Paket hat eine Beschriftung, sagt Opa zu Sara. Es ist sehr schwer.	Liegt vor der Haustür ein beschriftetes Paket?	ja	nein
negation	1	neg_NP	13	105	Oma erzählt, dass vor dem Museum ein Soldat steht. Der Soldat hat keine Waffe, sagt Oma zu Lina. Seine Schicht beginnt immer morgens um 8 Uhr.	Kann der Soldat auf jemanden schießen?	nein	ja
negation	1	neg_VP	14	106	Oma erzählt, dass es einen Unfall auf dem Radweg gab. Der Radfahrer ist nicht verletzt, sagt Oma zu Mama. Die Leute fahren an dieser Stelle immer viel zu schnell.	Muss der Radfahrer ins Krankenhaus?	nein	ja
negation	1	aff_intrans	11	107	Oma erzählt, dass die Stadt ein schäbiges Haus abreißen will. Das Haus ist bewohnt, sagt Oma zu Papa. Die Stadt will dort einen Spielplatz hinbauen.	Steht das Haus leer?	ja	nein
negation	1	aff_trans	12	108	Oma erzählt, dass Enno und Felix im Tattoo-Studio waren. Enno hat ein Tattoo, sagt Oma zu Opa. Felix möchte sich tätowieren lassen.	Hat Enno ein Tattoo?	ja	nein
negation	1	neg_NP	13	109	Mama erzählt, dass Ben und Theo im Fußballverein angefangen haben. Ben hat kein Talent, sagt Mama zu Opa. Das Training findet immer dienstags statt.	Kann Ben gut Fußball spielen?	nein	ja
negation	1	neg_VP	14	110	Mama erzählt, dass es inzwischen schon früh dunkel wird. Die Straße ist nicht beleuchtet, sagt Mama zu Oma. Autofahren im Dunkeln ist gefährlich.	Ist es auf der Straße dunkel?	ja	nein
negation	1	aff_intrans	11	111	Mama erzählt, dass Jan der Job gekündigt wurde. Die Kündigung ist begründet, sagt Mama zu Milan. Jan muss sich jetzt einen neuen Job suchen.	Weiß Jan, warum er entlassen wurde?	ja	nein
negation	1	aff_trans	12	112	Mama erzählt, dass Azar im Winter in eine neue Wohnung gezogen ist. Die Wohnung hat eine Heizung, sagt Mama zu Lina. Zu der Wohnung gehört auch ein Parkplatz.	Ist es in der Wohnung im Winter kalt?	nein	ja
negation	1	neg_NP	13	113	Papa erzählt, dass Hannes sein Auto gegen einen Baum gefahren hat. Hannes hat keine Versicherung, sagt Papa zu Mama. Ihm ist zum Glück nichts passiert.	Bezahlt die Versicherung den Schaden?	nein	ja
negation	1	neg_VP	14	114	Papa erzählt, dass Yusuf sich ein gebrauchtes Handy gekauft hat. Das Handy ist nicht verkratzt, sagt Papa zu Sara. Yusuf braucht jetzt noch ein passendes Ladekabel.	Ist das Display des Handys beschädigt?	nein	ja
negation	1	aff_intrans	11	115	Papa erzählt, dass Julia schon seit Wochen ein Medikament nimmt. Das Medikament ist wirksam, sagt Papa zu Milan. Nächste Woche hat Julia wieder einen Arzttermin.	Ist Julia so noch krank wie zuvor?	nein	ja
negation	1	aff_trans	12	116	Papa erzählt, dass die neue Straße jetzt einen Mittelstreifen hat. Der Mittelstreifen hat eine Begrünung, sagt Papa zu Lina. Die neue Straße wird am Montag eröffnet.	Gibt es Pflanzen auf dem Mittelstreifen?	ja	nein
negation	1	neg_NP	13	117	Sara erzählt, dass Nele die Seite mit der Matheaufgabe sucht. Diese Seite hat keine Nummer, sagt Sara zu Oma. Nele hasst Mathe.	Fehlt die Seitenzahl?	ja	nein
negation	1	neg_VP	14	118	Sara erzählt, dass Sergej sich ein Boot gekauft hat. Das Boot ist nicht motorisiert, sagt Sara zu Papa. Sergej will nächsten Sonntag angeln gehen.	Muss Sergej sein Boot manchmal tanken?	nein	ja
negation	1	aff_intrans	11	119	Sara erzählt, dass Herr Wagner einen Gartenstuhl auf der Terrasse hat. Der Gartenstuhl ist gepolstert, sagt Sara zu Mama. Herr Wagner möchte darauf seine Zeitung lesen.	Kann man auf dem Gartenstuhl weich sitzen?	ja	nein
negation	1	aff_trans	12	120	Sara erzählt, dass der Präsident in seiner Limousine unterwegs ist. Die Limousine hat eine Panzerung, sagt Sara zu Milan. Der Präsident hat einen gefährlichen Job.	Ist der Präsident geschützt?	ja	nein
negation	1	neg_NP	13	121	Lina erzählt, dass die Hacker Alissas Nachrichten im Chat lesen wollen. Der Chat hat keine Verschlüsselung, sagt Lina zu Opa. Alissa hat Angst vor den Hackern.	Können die Hacker die Nachrichten lesen?	ja	nein
negation	1	neg_VP	14	122	Lina erzählt, dass Camila und ihre Tochter heute eine Laterne basteln. Camila ist nicht kreativ, sagt Lina zu Oma. Camilas Tochter freut sich schon auf die Laterne.	Wird Camilas Laterne langweilig?	ja	nein
negation	1	aff_intrans	11	123	Papa erzählt, dass Sophia und Tanja sich für einen Marathon angemeldet haben. Sophia ist motiviert, sagt Papa zu Mama. Das Training ist sehr anstrengend.	Freut Sophia sich auf den Marathon?	ja	nein
negation	1	aff_trans	12	124	Lina erzählt, dass Deryas Familie heute Abend ein neues Restaurant ausprobiert. Derya hat Hunger, sagt Lina zu Papa. Die anderen freuen sich schon.	Möchte Derya etwas essen?	ja	nein
ref	2	n-n	23	201	Ich erzähle, dass Mia mit dem Nachbarsjungen auf dem Spielplatz war. Den Nachbarsjungen hat Mia auf das Karussell hochgehoben. Dort war richtig was los.	Hat Mia den Nachbarsjungen auf das Karussell hochgehoben?	ja	nein
ref	2	n-p	24	202	Ich erzähle, dass Hannah dem Lehrer das Dorf gezeigt hat. Den Lehrer hat sie schon am Bahnhof abgeholt. Zum Glück hat die Sonne geschienen.	Hat Hannah den Lehrer vom Bahnhof abgeholt?	ja	nein
ref	2	d-n	21	203	Ich erzähle, dass Samara den Chef angerufen hat. Den hat Samara von ihrem Plan überzeugt. Im besten Fall gibt es keine Verzögerungen.	Hat Samara den Chef angerufen?	ja	nein
ref	2	d-p	22	204	Ich erzähle, dass Nelly den Mitschüler aus der Mannschaft geschmissen hat. Den hat sie schon beim letzten Spiel verwarnt. Das hat alle überrascht.	Hat Nelly den Mitschüler verwarnt?	ja	nein
ref	2	n-n	23	205	Ich berichte, dass Sabine mit dem Nachbarn gestritten hat. Den Nachbarn hat Sabine als einen fiesen Kriminellen bezeichnet. Der Streit ist sehr unangenehm.	Hat Sabine den Nachbarn als Kriminellen bezeichnet?	ja	nein
ref	2	n-p	24	206	Ich berichte, dass Emilia den Nachbarsjungen beschenkt hat. Den Nachbarsjungen hatte sie im letzten Jahr nämlich vergessen. Darüber haben sich alle gefreut.	Hat Emilia im letzten Jahr den Nachbarsjungen vergessen?	ja	nein
ref	2	d-n	21	207	Ich berichte, dass Elsa den Lehrer erreicht hat. Den hat Elsa zur Planung der Feier befragt. Die Feier soll im Herbst stattfinden.	Hat Elsa den Lehrer zur Planung der Feier befragt?	ja	nein
ref	2	d-p	22	208	Ich berichte, dass Ina mit dem Chef geplaudert hat. Den hat sie über das Handy nur schlecht verstanden. Der Empfang war nicht sehr gut.	Hat Ina den Chef schlecht verstanden?	ja	nein
ref	2	n-n	23	209	Ich sage, dass Sofia mit dem Mitschüler gesprochen hat. Den Mitschüler hat Sofia während der Ausbildung gefördert. Das ist jetzt schon einige Zeit her.	Hat Sofia den Mitschüler gefördert?	ja	nein
ref	2	n-p	24	210	Ich sage, dass Leoni den Nachbarn getroffen hat. Den Nachbarn hat sie zur ihrer Geburtstagsparty eingeladen. Die Party findet an einem See statt.	Hat Leoni den Nachbarn eingeladen?	ja	nein
ref	2	d-n	21	211	Ich sage, dass Claudia mit dem Nachbarsjungen Tennis gespielt hat. Den hat Claudia mit großem Vorsprung geschlagen. Das hat alle überrascht.	Hat der Nachbarsjunge Claudia beim Tennis geschlagen?	nein	ja
ref	2	d-p	22	212	Ich sage, dass Lena den Lehrer getroffen hat. Den hat sie zu einer gemeinsamen Wanderung überredet. Die Wanderung soll im Herbst stattfinden.	Hat der Lehrer Lena zum Wandern überredet?	nein	ja
ref	2	n-n	23	213	Ich erwähne, dass Martha den Chef kontaktiert hat. Den Chef hat Martha nach einer Geschenkidee gefragt. Der Geburtstag ist nächsten Monat.	Hat der Chef Martha nach einer Geschenkidee gefragt?	nein	ja
ref	2	n-p	24	214	Ich erwähne, dass Anne mit dem Mitschüler gesprochen hat. Den Mitschüler hat sie vor dem drohenden Gewitter gewarnt. Kurze Zeit später ging es auch schon los.	Hat der Mitschüler Anne gewarnt?	nein	ja
ref	2	d-n	21	215	Ich erwähne, dass Marie den Nachbarn kontaktiert hat. Den hat Marie um einen Rat gebeten. Es ging um den anstehenden Umzug.	Hat der Nachbar Marie um Rat gebeten?	nein	ja
ref	2	d-p	22	216	Ich erwähne, dass Emma mit dem Nachbarsjungen gestritten hat. Den hat sie beim Schwänzen der Schule erwischt. Das gab richtig viel Stress.	Hat der Nachbarsjunge Emma erwischt?	nein	ja
ref	2	n-n	23	217	Ich teile mit, dass Selma bei dem Lehrer geklopft hat. Den Lehrer hat Selma dann über die Abschlussfeier informiert. Es gab viel zu besprechen.	Hat der Lehrer Selma über die Abschlussfeier informiert?	nein	ja
ref	2	n-p	24	218	Ich teile mit, dass Laura mit dem Chef gesprochen hat. Den Chef hat sie um Geld für die Kaffeekasse gebeten. Der Kaffee ist immer so schnell alle.	Hat der Chef Laura um etwas gebeten?	nein	ja
ref	2	d-n	21	219	Ich teile mit, dass Emily gegen den Mitschüler gespielt hat. Den hat Emily in der letzten Runde besiegt. Der Pokal war eher klein.	Hat der Mitschüler Emily besiegt?	nein	ja
ref	2	d-p	22	220	Ich teile mit, dass Tina den Nachbarn besucht hat. Den hat sie um Hilfe bei den Hausaufgaben gebeten. Das ist eine gute Idee.	Hat der Nachbar Tina um Hilfe gebeten?	nein	ja
filler	9	fill	90	901	Opa erzählt, dass Isla sich einen neuen Rucksack gekauft hat. Der Rucksack ist grün, sagt Opa zu Milan. Ein roter Rucksack wäre hübscher gewesen.	Ist Islas Rucksack rot?	nein	ja
filler	9	fill	90	902	Opa erzählt, dass Lily mit ihren Großeltern in den Urlaub gefahren ist. Sie waren in Österreich, sagt Opa zu Lina. Das Hotel war ziemlich teuer.	War Lily in Österreich?	ja	nein
filler	9	fill	90	903	Milan erzählt, dass Olivia morgen nachsitzen muss. Sie hat bei der Deutscharbeit abgeschrieben, sagt Milan zu Sara. Der Lehrer hat auch einen Brief an ihre Eltern geschrieben.	Muss Olivia heute nachsitzen?	nein	ja
filler	9	fill	90	904	Milan erzählt, dass Isabella heute den Zug verpasst hat. Sie ist zu spät aufgestanden, sagt Milan zu Sara. Isabella verschläft montags immer.	Hat Isabella heute verschlafen?	ja	nein
filler	9	fill	90	905	Mama erzählt, dass Helena jetzt im Supermarkt arbeitet. Dort muss sie auch am Wochenende arbeiten, sagt Mama zu Papa. An Weihnachten hat sie aber frei.	Muss Helena an Weihnachten im Supermarkt arbeiten?	nein	ja
filler	9	fill	90	906	Mama erzählt, dass der neue Kiosk eröffnet wurde. Dort kann man sogar Schokomuffins kaufen, sagt Mama zu Sara. Die sind allerdings ziemlich teuer.	Kosten die Schokomuffins viel?	ja	nein
filler	9	fill	90	907	Papa erzählt, dass Noah heute sein Motorrad repariert. Das Licht ist kaputt, sagt Papa zu Opa. Das Motorrad ist auch schon ziemlich alt.	Ist die Bremse vom Motorrad kaputt?	nein	ja
filler	9	fill	90	908	Papa erzählt, dass Theos Fahrrad weg ist. Theo hat es heute Morgen erst gemerkt, sagt Papa zu Oma. In letzter Zeit werden viele Fahrräder geklaut.	Haben Diebe Theos Fahrrad mitgenommen?	ja	nein
filler	9	fill	90	909	Sara erzählt, dass Josh auf dem Flohmarkt war. Er wollte sein Skateboard verkaufen, sagt Sara zu Opa. Er wollte zwanzig Euro dafür haben.	Braucht Josh sein Skateboard noch?	nein	ja
filler	9	fill	90	910	Sara erzählt, dass Pedro mit Ella im Kino war. Pedro wollte sie schon ganz lange einladen, sagt Sara zu Lina. Ella hat sich sehr gefreut.	Waren Ella und Pedro im Kino?	ja	nein
filler	9	fill	90	911	Lina erzählt, dass ein Reporter in der Schule war. Er wollte ein Interview mit dem Direktor machen, sagt Lina zu Sara. Der Direktor war bestimmt nervös.	Wollte der Reporter die Schüler befragen?	nein	ja
filler	9	fill	90	912	Lina erzählt, dass jemand seinen Hund sucht. Überall hängen Zettel, sagt Lina zu Milan. Bestimmt hat der Hund sich verlaufen.	Möchte der Besitzer den Hund wieder haben?	ja	nein
